Fecha,Valor
2024-09-17 13:22:39.586821,87.05
2024-09-18 13:22:39.586821,87.21
2024-09-19 13:22:39.586821,87.36999999999999
2024-09-20 13:22:39.586821,87.53
2024-09-21 13:22:39.586821,87.69
2024-09-22 13:22:39.586821,87.85
2024-09-23 13:22:39.586821,88.00999999999999
2024-09-24 13:22:39.586821,88.17
2024-09-25 13:22:39.586821,88.33
2024-09-26 13:22:39.586821,88.49
2024-09-27 13:22:39.586821,88.64999999999999
2024-09-28 13:22:39.586821,88.81
2024-09-29 13:22:39.586821,88.97
2024-09-30 13:22:39.586821,89.13
2024-10-01 13:22:39.586821,89.28999999999999
2024-10-02 13:22:39.586821,89.45
2024-10-03 13:22:39.586821,89.61
2024-10-04 13:22:39.586821,89.77
2024-10-05 13:22:39.586821,89.92999999999999
2024-10-06 13:22:39.586821,90.09
2024-10-07 13:22:39.586821,90.25
2024-10-08 13:22:39.586821,90.41
2024-10-09 13:22:39.586821,90.57
2024-10-10 13:22:39.586821,90.73
2024-10-11 13:22:39.586821,90.89
2024-10-12 13:22:39.586821,91.05
2024-10-13 13:22:39.586821,91.21
2024-10-14 13:22:39.586821,91.37
2024-10-15 13:22:39.586821,91.53
2024-10-16 13:22:39.586821,91.69
2024-10-17 13:22:39.586821,91.85
2024-10-18 13:22:39.586821,92.00999999999999
2024-10-19 13:22:39.586821,92.17
2024-10-20 13:22:39.586821,92.33
2024-10-21 13:22:39.586821,92.49
2024-10-22 13:22:39.586821,92.64999999999999
2024-10-23 13:22:39.586821,92.81
2024-10-24 13:22:39.586821,92.97
2024-10-25 13:22:39.586821,93.13
2024-10-26 13:22:39.586821,93.28999999999999
2024-10-27 13:22:39.586821,93.45
2024-10-28 13:22:39.586821,93.61
2024-10-29 13:22:39.586821,93.77
2024-10-30 13:22:39.586821,93.92999999999999
2024-10-31 13:22:39.586821,94.09
2024-11-01 13:22:39.586821,94.25
2024-11-02 13:22:39.586821,94.41
2024-11-03 13:22:39.586821,94.57
2024-11-04 13:22:39.586821,94.72999999999999
2024-11-05 13:22:39.586821,94.89
2024-11-06 13:22:39.586821,95.05
2024-11-07 13:22:39.586821,95.21
2024-11-08 13:22:39.586821,95.37
2024-11-09 13:22:39.586821,95.53
2024-11-10 13:22:39.586821,95.69
2024-11-11 13:22:39.586821,95.85
2024-11-12 13:22:39.586821,96.00999999999999
2024-11-13 13:22:39.586821,96.17
2024-11-14 13:22:39.586821,96.33
2024-11-15 13:22:39.586821,96.49
2024-11-16 13:22:39.586821,96.64999999999999
2024-11-17 13:22:39.586821,96.81
2024-11-18 13:22:39.586821,96.97
2024-11-19 13:22:39.586821,97.13
2024-11-20 13:22:39.586821,97.28999999999999
2024-11-21 13:22:39.586821,97.45
2024-11-22 13:22:39.586821,97.61
2024-11-23 13:22:39.586821,97.77
2024-11-24 13:22:39.586821,97.92999999999999
2024-11-25 13:22:39.586821,98.09
2024-11-26 13:22:39.586821,98.25
2024-11-27 13:22:39.586821,98.41
2024-11-28 13:22:39.586821,98.57
2024-11-29 13:22:39.586821,98.72999999999999
2024-11-30 13:22:39.586821,98.89
2024-12-01 13:22:39.586821,99.05
2024-12-02 13:22:39.586821,99.21
2024-12-03 13:22:39.586821,99.37
2024-12-04 13:22:39.586821,99.53
2024-12-05 13:22:39.586821,99.69
2024-12-06 13:22:39.586821,99.85
2024-12-07 13:22:39.586821,100.00999999999999
2024-12-08 13:22:39.586821,100.17
2024-12-09 13:22:39.586821,100.33
2024-12-10 13:22:39.586821,100.49
2024-12-11 13:22:39.586821,100.64999999999999
2024-12-12 13:22:39.586821,100.81
2024-12-13 13:22:39.586821,100.97
2024-12-14 13:22:39.586821,101.13
2024-12-15 13:22:39.586821,101.28999999999999
2024-12-16 13:22:39.586821,101.45
2024-12-17 13:22:39.586821,101.61
2024-12-18 13:22:39.586821,101.77
2024-12-19 13:22:39.586821,101.92999999999999
2024-12-20 13:22:39.586821,102.09
2024-12-21 13:22:39.586821,102.25
2024-12-22 13:22:39.586821,102.41
2024-12-23 13:22:39.586821,102.57
2024-12-24 13:22:39.586821,102.72999999999999
2024-12-25 13:22:39.586821,102.89
